DATE,CATEGORY,DESCRIPTION, AMOUNT ,BRANCH,,,
8/17/2023,SALE,SUMMER_STORAGE_PEN_POSSA, $574.56 ,CHARLOTTESVILLE,,,
8/17/2023,SALE,LONG_TERM_STORAGE_DELLY_LE_GUIN, $475.56 ,BLACKSBURG,,,
8/17/2023,SALE,SHIPPING_WEIDER_MOULAND, $347.79 ,RICHMOND,,,
8/19/2023,SALE,LONG_TERM_STORAGE_WELBY_MARTUSEWICZ, $421.45 ,BLACKSBURG,,,
8/22/2023,SALE,SHIPPING_MARIJO_LANDE, $468.16 ,BLACKSBURG,,,
8/22/2023,SALE,SUMMER_STORAGE_ALAIN_BORN, $541.28 ,BLACKSBURG,,,
8/22/2023,SALE,LONG_TERM_STORAGE_DEANNE_STEYNOR, $320.94 ,WILLIAMSBURG,,,
8/23/2023,SALE,SUMMER_STORAGE_BRYCE_HEWINS, $907.89 ,BLACKSBURG,,,
8/23/2023,SALE,SUMMER_STORAGE_PATSY_OGBOURNE, $515.47 ,BLACKSBURG,,,
8/23/2023,SALE,SUMMER_STORAGE_TOMMIE_LABBETT, $714.63 ,WILLIAMSBURG,,,
8/24/2023,SALE,SUMMER_STORAGE_LOREN_THUMNEL, $845.63 ,CHARLOTTESVILLE,,,
8/24/2023,SALE,SUMMER_STORAGE_ZEKE_TARN, $837.99 ,BLACKSBURG,,,
8/24/2023,SALE,SUMMER_STORAGE_BOOT_MOXOM, $319.20 ,RICHMOND,,,
8/27/2023,SALE,SHIPPING_TIMOTHEA_DING, $340.24 ,BLACKSBURG,,,
8/27/2023,SALE,SUMMER_STORAGE_MALLORY_WATTS, $572.81 ,BLACKSBURG,,,
8/28/2023,SALE,SUMMER_STORAGE_DARB_ANDRICH, $737.48 ,BLACKSBURG,,,
8/29/2023,SALE,SUMMER_STORAGE_CORINNA_BRAUNDS, $753.53 ,WILLIAMSBURG,,,
8/29/2023,SALE,LONG_TERM_STORAGE_SHOLOM_KEEDY, $656.79 ,RICHMOND,,,
8/30/2023,SALE,SUMMER_STORAGE_AVERIL_HANSELMANN, $251.00 ,CHARLOTTESVILLE,,,
8/30/2023,SALE,SUMMER_STORAGE_CLARETTA_ALDCORNE, $805.72 ,BLACKSBURG,,,
8/30/2023,SALE,LONG_TERM_STORAGE_GIRAUD_ALBION, $473.01 ,BLACKSBURG,,,
8/31/2023,SALE,SUMMER_STORAGE_CON_RATCLIFF, $239.96 ,CHARLOTTESVILLE,,,
8/31/2023,SALE,SUMMER_STORAGE_HILDY_COZINS, $663.91 ,BLACKSBURG,,,
9/1/2023,SALE,SUMMER_STORAGE_SHARL_CLARKSON, $341.35 ,RICHMOND,,,
9/2/2023,SALE,SUMMER_STORAGE_KIMBRA_MESSAM, $669.44 ,BLACKSBURG,,,
9/5/2023,SALE,SUMMER_STORAGE_HUMPHREY_BUCKOKE, $896.72 ,CHARLOTTESVILLE,,,
9/6/2023,SALE,SUMMER_STORAGE_HENKA_BROTHERTON, $870.86 ,CHARLOTTESVILLE,,,
9/6/2023,SALE,SUMMER_STORAGE_CARLENE_STEEDEN, $586.50 ,WILLIAMSBURG,,,
9/11/2023,SALE,SUMMER_STORAGE_RENARD_BLAXTON, $951.74 ,CHARLOTTESVILLE,,,
9/12/2023,SALE,SUMMER_STORAGE_BERRI_SPILLING, $415.14 ,RICHMOND,,,
9/13/2023,SALE,SUMMER_STORAGE_DION_DIGNAM, $344.23 ,RICHMOND,,,
9/14/2023,SALE,SUMMER_STORAGE_CAREN_BLOMFIELD, $421.01 ,BLACKSBURG,,,
9/15/2023,SALE,SUMMER_STORAGE_OLGA_MAYGER, $869.79 ,BLACKSBURG,,,
9/18/2023,SALE,SUMMER_STORAGE_BRITTENY_GITSHAM, $655.85 ,BLACKSBURG,,,
9/19/2023,SALE,SUMMER_STORAGE_VALENKA_FAULO, $978.76 ,BLACKSBURG,,,
9/19/2023,SALE,SUMMER_STORAGE_CLARE_REISENSTEIN, $663.30 ,WILLIAMSBURG,,,
9/20/2023,SALE,LONG_TERM_STORAGE_MAREAH_GINNELL, $708.58 ,CHARLOTTESVILLE,,,
9/21/2023,SALE,LONG_TERM_STORAGE_PAULE_PEAT, $493.31 ,CHARLOTTESVILLE,,,
9/21/2023,SALE,LONG_TERM_STORAGE_GLYNIS_YEGORCHENKOV, $810.25 ,CHARLOTTESVILLE,,,
9/21/2023,SALE,SUMMER_STORAGE_KERRILL_SPRITT, $540.12 ,BLACKSBURG,,,
9/23/2023,SALE,LONG_TERM_STORAGE_BARBEY_PEDLOW, $202.22 ,BLACKSBURG,,,
9/24/2023,SALE,LONG_TERM_STORAGE_MARIETTE_JANDAC, $238.82 ,BLACKSBURG,,,
9/24/2023,SALE,SUMMER_STORAGE_SAMANTHA_MACCALLUM, $119.82 ,BLACKSBURG,,,
9/24/2023,SALE,SUMMER_STORAGE_ELYSHA_BAMPTON, $495.91 ,BLACKSBURG,,,
9/26/2023,SALE,LONG_TERM_STORAGE_YOLANDA_LEETHAM, $246.96 ,BLACKSBURG,,,
9/29/2023,SALE,SUMMER_STORAGE_RITCHIE_CLEAVES, $907.09 ,BLACKSBURG,,,
10/1/2023,SALE,SUMMER_STORAGE_KAITLIN_FANN, $834.89 ,CHARLOTTESVILLE,,,
10/3/2023,SALE,SHIPPING_MOLLI_THYING, $542.44 ,CHARLOTTESVILLE,,,
10/3/2023,SALE,LONG_TERM_STORAGE_WENDEL_VERE, $238.18 ,BLACKSBURG,,,
10/4/2023,SALE,SUMMER_STORAGE_DANI_SOUTHERTON, $648.82 ,CHARLOTTESVILLE,,,
10/6/2023,SALE,SUMMER_STORAGE_MAYNE_MEALING, $548.72 ,WILLIAMSBURG,,,
10/8/2023,SALE,LONG_TERM_STORAGE_LIN_DORRINGTON, $169.17 ,BLACKSBURG,,,
10/9/2023,SALE,SUMMER_STORAGE_JACKIE_WETHERICK, $998.20 ,CHARLOTTESVILLE,,,
10/13/2023,SALE,LONG_TERM_STORAGE_LAZARUS_CALDERA, $896.80 ,CHARLOTTESVILLE,,,
10/13/2023,SALE,SUMMER_STORAGE_MARLYN_MISSELBROOK, $114.09 ,CHARLOTTESVILLE,,,
10/15/2023,SALE,SUMMER_STORAGE_CORREY_MAINZ, $689.01 ,CHARLOTTESVILLE,,,
10/17/2023,SALE,SUMMER_STORAGE_CRISTIONNA_CONNECHIE, $747.74 ,CHARLOTTESVILLE,,,
10/18/2023,SALE,SUMMER_STORAGE_BARBE_MULRAN, $553.95 ,BLACKSBURG,,,
10/18/2023,SALE,SUMMER_STORAGE_CARMINE_DULLINGHAM, $544.67 ,RICHMOND,,,
10/20/2023,SALE,SUMMER_STORAGE_DEHLIA_BLOCKLEY, $250.79 ,CHARLOTTESVILLE,,,
10/20/2023,SALE,SUMMER_STORAGE_JEANIE_COMMINGS, $460.94 ,CHARLOTTESVILLE,,,
10/21/2023,SALE,SUMMER_STORAGE_ODY_FEARENSIDE, $905.67 ,BLACKSBURG,,,
10/21/2023,SALE,LONG_TERM_STORAGE_ALEX_PANKETHMAN, $658.67 ,BLACKSBURG,,,
10/22/2023,SALE,SUMMER_STORAGE_MORTIE_KRYSZKIECICZ, $183.26 ,BLACKSBURG,,,
10/22/2023,SALE,SHIPPING_TRAVERS_BRIDGSTOCK, $956.24 ,BLACKSBURG,,,
10/24/2023,SALE,SUMMER_STORAGE_ORALLA_BODIAM, $932.60 ,BLACKSBURG,,,
10/24/2023,SALE,SUMMER_STORAGE_LINDON_CROOT, $945.39 ,BLACKSBURG,,,
10/26/2023,SALE,SUMMER_STORAGE_ABBOTT_MCAULAY, $714.43 ,RICHMOND,,,
10/27/2023,SALE,LONG_TERM_STORAGE_GRISSEL_STOCK, $173.86 ,CHARLOTTESVILLE,,,
10/28/2023,SALE,LONG_TERM_STORAGE_WILMAR_BAUDACCI, $907.28 ,BLACKSBURG,,,
11/1/2023,SALE,LONG_TERM_STORAGE_DARCY_LANGSTRATH, $555.76 ,BLACKSBURG,,,
11/2/2023,SALE,SUMMER_STORAGE_DAYNA_HAYTO, $598.95 ,BLACKSBURG,,,
11/3/2023,SALE,LONG_TERM_STORAGE_REGGIE_TRENEMAN, $541.57 ,WILLIAMSBURG,,,
11/5/2023,SALE,SHIPPING_OLIN_ESSAME, $590.35 ,BLACKSBURG,,,
11/5/2023,SALE,SUMMER_STORAGE_LAURE_JEFFRAY, $863.18 ,WILLIAMSBURG,,,
11/6/2023,SALE,SUMMER_STORAGE_CLAIBORN_DOBKIN, $296.63 ,BLACKSBURG,,,
11/10/2023,SALE,SUMMER_STORAGE_KATALIN_CHETTLE, $670.74 ,BLACKSBURG,,,
11/10/2023,SALE,LONG_TERM_STORAGE_SUSANA_CHARNICK, $122.72 ,BLACKSBURG,,,
11/10/2023,SALE,LONG_TERM_STORAGE_JOBY_FIGGE, $806.75 ,BLACKSBURG,,,
11/11/2023,SALE,SUMMER_STORAGE_ORSA_GILLASPY, $401.93 ,CHARLOTTESVILLE,,,
11/11/2023,SALE,SUMMER_STORAGE_MADISON_IVEY, $658.14 ,BLACKSBURG,,,
11/12/2023,SALE,LONG_TERM_STORAGE_BOBBE_FARQUAR, $900.54 ,BLACKSBURG,,,
11/13/2023,SALE,LONG_TERM_STORAGE_KEELBY_KENSLEY, $728.76 ,BLACKSBURG,,,
11/14/2023,SALE,SUMMER_STORAGE_BEARNARD_JERMEY, $854.24 ,CHARLOTTESVILLE,,,
11/14/2023,SALE,SUMMER_STORAGE_STESHA_PRIVER, $226.17 ,CHARLOTTESVILLE,,,
11/19/2023,SALE,LONG_TERM_STORAGE_SANFORD_JOE, $657.30 ,BLACKSBURG,,,
11/21/2023,SALE,SUMMER_STORAGE_CHERIANNE_MOTTRAM, $938.13 ,WILLIAMSBURG,,,
11/22/2023,SALE,SUMMER_STORAGE_SAUNDER_HOYES, $847.19 ,CHARLOTTESVILLE,,,
11/23/2023,SALE,SUMMER_STORAGE_KISSEE_PESTICCIO, $842.15 ,CHARLOTTESVILLE,,,
11/23/2023,SALE,SUMMER_STORAGE_NISSE_JORN, $214.91 ,CHARLOTTESVILLE,,,
11/24/2023,SALE,LONG_TERM_STORAGE_JENIFFER_KILROY, $740.77 ,BLACKSBURG,,,
11/24/2023,SALE,SUMMER_STORAGE_SHANE_KRAUSE, $240.17 ,BLACKSBURG,,,
11/28/2023,SALE,LONG_TERM_STORAGE_OBED_DRAGE, $939.13 ,BLACKSBURG,,,
11/29/2023,SALE,LONG_TERM_STORAGE_PHYLYS_SWIN, $981.10 ,BLACKSBURG,,,
11/29/2023,SALE,LONG_TERM_STORAGE_HI_ALLIBONE, $779.10 ,BLACKSBURG,,,
11/30/2023,SALE,LONG_TERM_STORAGE_CULLAN_DANIELIAN, $996.79 ,BLACKSBURG,,,
12/1/2023,SALE,SUMMER_STORAGE_MOYNA_BAUDIN, $583.58 ,BLACKSBURG,,,
12/2/2023,SALE,SHIPPING_ULRICA_COXHEAD, $642.98 ,BLACKSBURG,,,
12/2/2023,SALE,SHIPPING_IRMA_ARTHURS, $562.01 ,WILLIAMSBURG,,,
12/6/2023,SALE,SUMMER_STORAGE_BAXY_SLOSS, $550.17 ,CHARLOTTESVILLE,,,
12/7/2023,SALE,SHIPPING_VIDOVIC_GILARDENGO, $577.90 ,BLACKSBURG,,,
12/8/2023,SALE,SUMMER_STORAGE_EDMUND_REICHARZ, $635.01 ,CHARLOTTESVILLE,,,
12/8/2023,SALE,SUMMER_STORAGE_DORA_BLINDERMANN, $842.01 ,BLACKSBURG,,,
12/10/2023,SALE,SUMMER_STORAGE_LURLEEN_LINDLEY, $698.58 ,BLACKSBURG,,,
12/13/2023,SALE,LONG_TERM_STORAGE_LANNI_MCMEEKIN, $982.15 ,BLACKSBURG,,,
12/15/2023,SALE,SUMMER_STORAGE_TORREY_RANDELL, $619.07 ,BLACKSBURG,,,
12/15/2023,SALE,SUMMER_STORAGE_SHARLA_CORLETT, $352.41 ,RICHMOND,,,
12/16/2023,SALE,LONG_TERM_STORAGE_ALEXI_BARROWCLOUGH, $343.05 ,CHARLOTTESVILLE,,,
12/16/2023,SALE,LONG_TERM_STORAGE_ALVIE_TOFFANELLI, $814.54 ,BLACKSBURG,,,
12/16/2023,SALE,SUMMER_STORAGE_ABBY_SPELLSWORTH, $408.15 ,WILLIAMSBURG,,,
12/17/2023,SALE,SUMMER_STORAGE_GAULTIERO_QUANT, $145.55 ,CHARLOTTESVILLE,,,
12/19/2023,SALE,SUMMER_STORAGE_THEO_LILLYMAN, $813.00 ,BLACKSBURG,,,
12/22/2023,SALE,SUMMER_STORAGE_BENJIE_FEENY, $679.57 ,CHARLOTTESVILLE,,,
12/23/2023,SALE,SUMMER_STORAGE_PYOTR_LINEEN, $656.93 ,RICHMOND,,,
12/25/2023,SALE,SUMMER_STORAGE_KARON_ABELOVITZ, $942.70 ,BLACKSBURG,,,
12/26/2023,SALE,SUMMER_STORAGE_CHRYSLER_BRUHNKE, $254.14 ,BLACKSBURG,,,
12/27/2023,SALE,SUMMER_STORAGE_GERTI_RIEP, $761.00 ,CHARLOTTESVILLE,,,
12/27/2023,SALE,SUMMER_STORAGE_ALICA_TREVANCE, $565.39 ,CHARLOTTESVILLE,,,
12/27/2023,SALE,SUMMER_STORAGE_ADRIANNE_TAILE, $299.13 ,BLACKSBURG,,,
5/1/2024,EQUIPMENT,EQUIPMENT, $(120.00),CHARLOTTESVILLE,,,
5/1/2024,EQUIPMENT,EQUIPMENT, $(170.00),BLACKSBURG,,,
5/1/2024,EQUIPMENT,EQUIPMENT, $(40.00),WILLIAMSBURG,,,
5/1/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),RICHMOND,,,
5/1/2024,EQUIPMENT,EQUIPMENT, $(20.00),RICHMOND,,,
5/1/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),LEXINGTON,,,
5/1/2024,EQUIPMENT,EQUIPMENT, $(20.00),LEXINGTON,,,
5/2/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
5/2/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
5/2/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),WILLIAMSBURG,,,
5/3/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
5/3/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
5/4/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
5/4/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
5/5/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
5/5/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
5/6/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
5/6/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
5/7/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
5/8/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_ROSETTA_JUORIO, $(400.66),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_ILLA_MACKEIG, $(402.80),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_THERESSA_SEDGER, $(373.06),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_BENNETT_HELLEWELL, $(419.82),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_TRUDE_CORBRIDGE, $(382.72),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_POOH_PENTLOW, $(379.17),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_HERMINA_DICKY, $(411.72),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_SAUDRA_HENKER, $(402.44),CHARLOTTESVILLE,,,
6/1/2024,MOVER_PAY,MOVER_PAY_PENNI_VAUTRE, $(531.19),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_DALORIS_HEBBRON, $(537.87),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_CLEMENTINA_LOUDEN, $(596.68),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_HERBIE_CANDWELL, $(506.59),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_GRANVILLE_CORNISH, $(545.61),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_CLEMENS_PLACIDI, $(558.80),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_ALLX_WERNY, $(559.95),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_CULLIE_HISE, $(533.92),BLACKSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_KACEY_MUCCINO, $(457.17),WILLIAMSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_WES_THARME, $(431.19),WILLIAMSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_SONJA_OLD, $(395.68),WILLIAMSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_RONNY_PETREN, $(380.47),WILLIAMSBURG,,,
6/1/2024,MOVER_PAY,MOVER_PAY_MAL_MARDER, $(273.16),RICHMOND,,,
6/1/2024,MOVER_PAY,MOVER_PAY_GAV_TOWS, $(294.40),RICHMOND,,,
6/1/2024,MOVER_PAY,MOVER_PAY_NIVEN_FULLILOVE, $(251.48),RICHMOND,,,
6/1/2024,MOVER_PAY,MOVER_PAY_ROLLO_KUBECKA, $(286.27),RICHMOND,,,
6/1/2024,MOVER_PAY,MOVER_PAY_JOELLEN_HEALKS, $(147.00),LEXINGTON,,,
6/1/2024,MOVER_PAY,MOVER_PAY_SHELBY_WILFLINGER, $(120.34),LEXINGTON,,,
6/1/2024,MOVER_PAY,MOVER_PAY_LENARD_CRISTOFORO, $(147.56),LEXINGTON,,,
6/1/2024,MOVER_PAY,MOVER_PAY_TODDIE_PRENDERGRAST, $(130.87),LEXINGTON,,,
8/1/2024,INSURANCE_CLAIM,INSURANCE_CLAIMS, $(720.00),CHARLOTTESVILLE,,,
8/1/2024,INSURANCE_CLAIM,INSURANCE_CLAIMS," $(1,020.00)",BLACKSBURG,,,
8/1/2024,INSURANCE_CLAIM,INSURANCE_CLAIMS, $(240.00),WILLIAMSBURG,,,
8/1/2024,INSURANCE_CLAIM,INSURANCE_CLAIMS, $(120.00),RICHMOND,,,
8/1/2024,INSURANCE_CLAIM,INSURANCE_CLAIMS, $(60.00),LEXINGTON,,,
8/20/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
8/20/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
8/20/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),WILLIAMSBURG,,,
8/20/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),RICHMOND,,,
8/20/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),LEXINGTON,,,
8/21/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
8/21/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
8/21/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),WILLIAMSBURG,,,
8/22/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
8/22/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
8/23/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
8/23/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
8/24/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
8/24/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
8/25/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),CHARLOTTESVILLE,,,
8/25/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
8/26/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
8/27/2024,TRUCK_RENTAL,UHAUL_TRUCK_RENTAL_1DAY, $(140.00),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_TIPHANY_TRIPPACK, $(450.19),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_ROWLAND_RODGERSON, $(412.76),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_ALRIC_SINK, $(371.94),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_LOCKWOOD_EDESON, $(364.68),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_RAYNER_BOWNDE, $(393.01),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_BENIAMINO_O'LAGEN, $(411.08),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_ALPHONSE_LEVY, $(432.44),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_MAGGIE_MOWLES, $(397.74),CHARLOTTESVILLE,,,
9/1/2024,MOVER_PAY,MOVER_PAY_GERIK_FALLS, $(561.18),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_DAEL_WYVILL, $(547.53),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_JEAN_BLAMEY, $(591.19),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_VICKY_BERNLI, $(501.88),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_LINDSAY_CHAPLYN, $(540.45),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_KELLEN_GAWITH, $(551.50),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_STEVEN_TILLETT, $(552.67),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_ELINOR_OGGLEBIE, $(546.99),BLACKSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_ANETTE_GREENROAD, $(364.46),WILLIAMSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_GIBB_O'CONNOR, $(370.80),WILLIAMSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_CLOTILDA_DESQUESNES, $(394.06),WILLIAMSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_MADDY_YOUENS, $(432.12),WILLIAMSBURG,,,
9/1/2024,MOVER_PAY,MOVER_PAY_BRIGG_YAKUBOVICS, $(309.66),RICHMOND,,,
9/1/2024,MOVER_PAY,MOVER_PAY_CELESTYNA_LUBOMIRSKI, $(298.05),RICHMOND,,,
9/1/2024,MOVER_PAY,MOVER_PAY_BRIANNE_ROJEL, $(248.24),RICHMOND,,,
9/1/2024,MOVER_PAY,MOVER_PAY_DONICA_GALLEMORE, $(275.05),RICHMOND,,,
9/1/2024,MOVER_PAY,MOVER_PAY_ULRICA_MECOZZI, $(155.99),LEXINGTON,,,
9/1/2024,MOVER_PAY,MOVER_PAY_CHERLYN_DI_FRANCESHCI, $(130.14),LEXINGTON,,,
9/1/2024,MOVER_PAY,MOVER_PAY_CHARISSE_FATHER, $(186.05),LEXINGTON,,,
9/1/2024,MOVER_PAY,MOVER_PAY_SHERYL_BRUCKMAN, $(142.31),LEXINGTON,,,
